"Datum zahájení";"Město";"Název";"Odběratel";"Ulice";"Číslo faktury";"Jazyk";"GPS";"Poznámka";"Ozvučení";"Čas příjezdu (na akci)";"Čas odjezdu (na akci)";"Příprava";"Smlouva";"Web";"Kontaktní osoby";"Země";"Kraj";"Způsob dopravy"
"30.8.2014";"Plzeň";"Plzeň 30.8.2014";"Ameba Production, spol. s r.o. ";"Amfiteátr Lochotín";"A-př.32/2014A";"Čeština";"49.759354,13.361399";"Amfiteátr Lochotín";"";"";"";"60 min";"";"";"Jan Lipert
+420 737 339 339";"Česká republika";"Západočeský";"Iveco"
"30.8.2014";"Vimperk";"Vimperk 30.8.2014";"Městské kulturní středisko Vimperk";"";"A-př.27/2014";"Čeština";"49.055115,13.774281";"Podzámčí";"";"";"";"30 min";"";"";"H. Švehla
+420 723 788 682";"Česká republika";"Jihočeský";"Scudo"
"24.8.2014";"Lipno nad Vltavou ";"Lipno nad Vltavou 24.8.2014";"Lipno s.r.o.";"Marína";"A-hot.12/2014";"Čeština";"48.640667,14.222385";"Lipno - Marína";"";"";"";"60 min";"1. 2. 2014";"";"Jiří Grauer
+420 776 663 354
Eva Černíková
+420 606 720 020";"Česká republika";"Jihočeský";"Iveco"
"24.8.2014";"Volary";"Volary 24.8.2014";"Agentura Kultur-Kontakt";"Náměstí";"A-př.25/2014";"Čeština";"48.911060,13.891974";"Čertovská pohádka - místo ní Syndibád";"Vlastní";"";"";"60 min";"";"";"Miroslav Mareš
+420 777 113 433";"Česká republika";"Jihočeský";"Iveco"
"16.8.2014";"Svojšice";"Svojšice 16.8.2014";"Ameba Production, spol. s r.o. ";"Amfiteátr";"A-př.32/2014A";"Čeština";"49.970616,15.604061";"2x Všudybyl";"";"";"";"60 min";"";"";"Jan Lipert
+420 737 339 339";"Česká republika";"Středočeský";"Iveco"
"16.8.2014";"Staré Město pod Landštejnem";"Staré město pod Landštejnem 16.8.2014";"Fedrfechtýři";"Náměstí";"A-př.23/2014";"Čeština";"49.003863,15.253675";"";"";"";"";"90 min";"";"";"Mgr. Josef Pařízek
+420 603 230 407";"Česká republika";"Jihočeský";"Iveco"
"16.8.2014";"Hojná Voda";"Hojná Voda 16.8.2014";"Sportovní klub Hojná Voda";"";"A-př.24/2014";"Čeština";"48.729300,14.727967";"Parkoviště, Kulturní dům";"";"";"";"60 min";"";"";"Markéta Šulistová
+420 725 480 169";"Česká republika";"Jihočeský";"Iveco"
"16.8.2014";"Zliv";"Zliv 16.8.2014";"Městský úřad Zliv";"Dolní náměstí";"A-př.22/2014";"Čeština";"49.063683,14.367192";"";"";"";"";"30 min";"1. 2. 2014";"";"Dagmar Vacková
+420 605 729 095";"Česká republika";"Jihočeský";"Scudo"
"10.8.2014";"Praha ";"Praha 10.8.2014";"Starokatolická církev v ČR";"Petřínské sady";"A-hot.10/2014";"Čeština";"50.083275,14.396052";"Petřínská rozhledna";"";"08:00 (08.10.2014)";"06:00 (08.10.2014)";"120 min";"";"";"Mádlová
+420 608 316 240";"Česká republika";"Středočeský";"Iveco"
"9.8.2014";"Budyně nad Ohří";"Budyně nad Ohří 9.8.2014";"Rattenschwanz,o.s.";"Hradební";"P-hot.08/2014";"Čeština";"50.404605,14.123781";"Hrad";"Vlastní";"14:25 (08.09.2014)";"14:25 (08.09.2014)";"180 min";"";"";"Václav Korolus
+420 604 125 109";"Česká republika";"Severočeský";"Iveco"
"9.8.2014";"Kutná Hora";"Kutná Hora 9.8.2014";"Club deportivo Kutná Hora o.s.";"Žižkova brána";"P-hot.07/2014";"Čeština";"49.947274,15.269209";"odjezd z Konopiště (Kryštof)";"";"05:00 (08.09.2014)";"03:30 (08.09.2014)";"60 min";"";"";"";"Česká republika";"Středočeský";"Scudo"
"9.8.2014";"Konopiště";"Konopiště 9.8.2014";"Ameba Production, spol. s r.o. ";"";"A-př.32/2014B";"Čeština";"49.777894,14.653491";"2x Všudybyl";"";"14:00 (08.08.2014)";"12:00 (08.08.2014)";"120 min";"";"";"Jan Lipert
+420 737 339 339 ";"Česká republika";"Středočeský";"Iveco"
"9.8.2014";"Ořechov";"Ořechov 9.8.2014";"Obec Ořechov";"Pláně";"A-hot.09/2014";"Čeština";"49.110679,16.514296";"Park u škol
Prostor za budovou KC 
Nocleh v Brně";"";"14:40 (08.08.2014)";"14:40 (08.08.2014)";"60 min";"";"";"Ivona Hrubá
+420 605 588 654";"Česká republika";"Jihomoravský";"Iveco"
"8.8.2014";"Brno";"Brno 8.8.2014";"Luboš Sobotka";"Moravské náměstí";"A-př.19/2014";"Čeština";"49.199034,16.606811";"";"";"11:00 (08.08.2014)";"08:30 (08.08.2014)";"60 min";"";"";"Sobotka Luboš
+420 606 603 393";"Česká republika";"Jihomoravský";"Scudo"
"5.8.2014";"Znojmo";"Znojmo 5.8.2014";"Luboš Sobotka";"Masarykovo náměstí 11";"A-př.20/2014";"Čeština";"48.854168,16.050680";"nádvoří Domu umění";"Vlastní";"11:00 (08.05.2014)";"08:30 (08.05.2014)";"30 min";"";"";"Sobotka Luboš
+420 606 603 393";"Česká republika";"Jihomoravský";"Scudo"
"3.8.2014";"Cheb";"Cheb 3.8.2014";"Západočeské divadlo v Chebu, příspěvková organizace ";"Nad Řekou";"A-přijm.03/2014";"Čeština";"50.079123,12.365092";"A-hot. výdajový doklad";"Vlastní";"11:00 (08.03.2014)";"05:30 (08.03.2014)";"60 min";"";"";"Mirka Pavlíková
???";"Česká republika";"Západočeský";"Iveco"
"2.8.2014";"Nová Pec";"Nová Pec 2.8.2014";"Obec Nová Pec";"";"P-př.23/2014";"Čeština";"48.792206,13.950331";"Fotbalové hřiště ";"";"11:00 (08.02.2014)";"09:30 (08.02.2014)";"60 min";"";"";"Pavla Tuková
+420 602 391 223";"Česká republika";"Jihočeský";"Iveco"
"2.8.2014";"Mikulov";"Mikulov 2.8.2014";"Ameba Production, spol. s r.o. ";"Gagarinova";"A-př.32/2014A";"Čeština";"48.813094,16.640534";"O Všudybylovi 2x";"";"15:00 (08.01.2014)";"12:00 (08.01.2014)";"60 min";"";"";"Jan Lipert
+420 737 339 339";"Česká republika";"Jihomoravský";"Iveco"
"1.8.2014";"Turnov";"Turnov 1.8.2014";"Kulturní centrum Turnov, s.r.o.";"Masarykova 311";"A-hot.08/2014";"Čeština";"50.589817,15.161111";"KC Střelnice";"";"14:00 (08.01.2014)";"12:00 (08.01.2014)";"60 min";"1. 2. 2014";"";"Daniela Weissová
+420 736 754 993";"Česká republika";"Severočeský";"Scudo"
"31.7.2014";"Tábor";"Tábor 31.7.2014";"Město Tábor";"Žizkova 236";"A-př.18/2014";"Čeština";"49.414005,14.661674";"Zahrada Střelnice";"";"";"";"60 min";"1. 2. 2014";"";"Jana Nováková
+420 725 529 074";"Česká republika";"Jihočeský";"Iveco"
"27.7.2014";"Dačice";"Dačice 27.7.2014";"Městský úřad Dačice";"Komenského";"P-př.21/2014";"Čeština";"49.079996,15.434309";"";"";"";"";"60 min";"";"";"MGr Naděžda Mastná";"Česká republika";"Jihočeský";"Iveco"
"27.7.2014";"Kutná Hora";"Kutná Hora 27.7.2014";"Římskokatolická farnost - arciděkanství Kutná Hora";"Havlíčkovo náměstí";"A-hot.07/2014";"Čeština";"49.948224,15.267974";"";"";"";"";"60 min";"";"";"Monika Trdličková
+420 607 188 396";"Česká republika";"Středočeský";"Scudo"
"26.7.2014";"Loket";"Loket 26.7.2014";"Ameba Production, spol. s r.o. ";"";"A-př.32/2014B";"Čeština";"50.188451,12.753921";"Přírodní divadlo - Amfiteátr";"";"";"";"60 min";"";"";"Jan Lipert
+420 737 339 339";"Česká republika";"Západočeský";"Iveco"
"23.7.2014";"Sezimovo Ústí";"Sezimovo Ústí 23.7.2014";"Městské středisko kultury a sportu";"náměstí Tomáše Bati 701";"P-př.20/2014";"Čeština";"49.379081,14.701984";"Park před kinem Spektrum";"";"";"";"60 min";"1. 2. 2014";"";"Nimrichtrová Katka
+420 734 797 521";"Česká republika";"Jihočeský";"Iveco"
"20.7.2014";"Jihlava";"Jihlava 20.7.2014";"Karel Paštyka";"Matky Boží";"P-hot.06/2014";"Čeština";"49.394784,15.587285";"Měla se hrát Čertovská pohádka";"";"";"";"60 min";"1. 2. 2014";"";"Karel Paštyka
+420 603 269 761";"Česká republika";"Východočeský";"Iveco"
"12.7.2014";"Horní Planá";"Horní Planá 12-13.7.2014";"Město Horní Planá";"Náměstí";"A-hot.06/2014";"Čeština";"48.767376,14.032540";"";"";"05:30 (07.12.2014)";"04:30 (07.12.2014)";"60 min";"";"";"Luděk Štěpánek 
+420 723 864 398";"Česká republika";"Jihočeský";"Iveco"
"28.6.2014";"Ledeč nad Sázavou";"Ledeč nad Sázavou 28.6.2014";"Divadlo Dokola";"";"A-bez.01/2014";"Čeština";"49.696840,15.280600";"Hrad - parkán";"";"";"";"60 min";"";"";"Šárka Šarfová
+420 602 475 455";"Česká republika";"Východočeský";"Scudo"
"24.4.2014";"České Budějovice";"České Budějovice 24.4.2014";"Budějovický Manifest, z.s.";"KD Slávie";"A-přijm.02/2014";"Čeština";"48.972073,14.475563";"";"";"";"";"60 min";"";"";"Petr Znoj 
+420 776 419 579";"Česká republika";"Jihočeský";"Iveco"
"22.6.2014";"Hradec nad Moravicí";"Hradec nad Moravicí 22.6.2014";"Středisko volného času, Opava, příspěvková organizace";"Zámecký park a zámek";"A-hot.05/2014";"Čeština";"49.863707,17.874643";"";"";"";"";"120 min";"1. 2. 2014";"";"Jana Vondálová
+420 604 558 428";"Česká republika";"Severomoravský";"Iveco"
"21.6.2014";"Nebovidy";"Nebovidy 21.6.2014";"Nebovidská tvrz, z.s.";"Tvrz";"A-př.14/2014";"Čeština";"49.991935,15.219491";"Centrum - Tvrz";"Vlastní";"";"";"60 min";"";"";"Lucie Doušová
+420 737 736 889";"Česká republika";"Středočeský";"Scudo"
"14.6.2014";"Holíč";"Holíč 14.6.2014";"MEDIA INVEST COMPANY s.r.o.";"";"P-př.17/2014";"Čeština";"48.809156,17.158616";"Zámek Holíč";"";"";"";"120 min";"";"";"Lucia Hýžová
421 910 555 222";"Slovensko";"Východoslovenský";"Iveco"
"14.6.2014";"Litovel";"Litovel 14.6.2014";"Městský klub Litovel";"Palackého";"A-př.13/2014";"Čeština";"49.699437,17.076939";"ul.Čihadlo - Park Míru ";"";"";"";"60 min";"";"";"Vogelová
+420 602 740 826";"Česká republika";"Severomoravský";"Iveco"
"14.6.2014";"Bzenec";"Bzenec 14.6.2014";"MEDIA INVEST COMPANY s.r.o.";"Na Bažantnici 1554";"P-př.16/2014";"Čeština";"48.976397,17.249141";"";"";"";"";"60 min";"";"";"Lucia Hýžová
421 910 555 222";"Slovensko";"";"Iveco"
"14.6.2014";"Olomouc";"Olomouc 14.6.2014";"Magistrát města Olomouce-Oddělení kultury";"Horní Náměstí";"P-př.22/2014";"Čeština";"49.594146,17.251271";"Nocleh na Hotelu zařízený od objednavatele ";"";"";"";"120 min";"";"";"Tamara Hegerová
+420 606 760 620";"Česká republika";"Severomoravský";"Iveco"
"14.6.2014";"Nový Jičín";"Nový Jičín 14.6.2014";"MKS Nový Jičín";"Skalky 932/50";"A-př.12/2014";"Čeština";"49.579350,18.009310";"Kamenné lesní divadlo ";"";"";"";"60 min";"1. 2. 2014";"";"Petra Jílková - +420 605 916 093
Michaela Sekerášová - +420 734 171 162";"Česká republika";"Severomoravský";"Iveco"
"13.6.2014";"Lipnice nad Sázavou";"Lipnice nad Sázavou 13.6.2014";"Berounští Měšťané s.r.o.";"";"P-př.15/2014";"Čeština";"49.613866,15.413251";"Hrad";"";"";"";"120 min";"";"";"Standa Dupač
+420 604 788 967";"Česká republika";"Východočeský";"Iveco"
"12.6.2014";"Praha ";"Praha 12.6.2014";"Mš Juárezova";"Českomalínská 1037/24";"A-hot.04/2014";"Čeština";"50.106990,14.404214";"MŠ Juarézova";"";"11:00 (06.12.2014)";"09:00 (06.12.2014)";"30 min";"";"";"Alena Švarcová
+420 233 320 306";"Česká republika";"Středočeský";"Scudo"
"7.6.2014";"Dřevčice";"Dřevčice 7.6.2014";"Agentura Perudan s.r.o.";"V Štíhlách 1317/18";"P-př.14/2014";"Čeština";"50.169543,14.630188";"";"";"05:00 (06.07.2014)";"03:00 (06.07.2014)";"120 min";"";"";"Jirka Laštovka
+420 604 788 967";"Česká republika";"Středočeský";"Iveco"
"7.6.2014";"Jindřichův Hradec";"Jindřichův Hradec 7.6.2014";"Agentura Kultur-Kontakt";"";"A-př.10/2014";"Čeština";"49.142232,15.001248";"Hrad";"";"07:30 (06.07.2014)";"06:30 (06.07.2014)";"120 min";"1. 2. 2014";"";"Miroslav Mareš
+420 777 113 433";"Česká republika";"Jihočeský";"Iveco"
"6.6.2014";"Trocnov";"Trocnov 6.6.2014";"Jihočeské muzeum v Českých Budějovicích";"";"P-př.13/2014";"Čeština";"48.891377,14.606372";"Areál památníku Jana Žižky z Trocnova";"";"12:00 (06.06.2014)";"11:30 (06.06.2014)";"60 min";"";"";"Švejkarová Hanka
+420 775 250 655";"Česká republika";"Jihočeský";"Scudo"
"2.6.2014";"Sezimovo Ústí";"Sezimovo Ústí 2.6.2014";"Městské středisko kultury a sportu";"Dukelská";"A-hot.03/2014";"Čeština";"49.379081,14.701984";"Kino Spektrum
Měl se hrát Dlouhý, Široký a By...";"";"03:30 (06.02.2014)";"02:30 (06.02.2014)";"30 min";"1. 2. 2014";"";"Nimrichtrová Katka
+420 734 797 521";"Česká republika";"Jihočeský";"Scudo"
"2.6.2014";"České Budějovice";"České Budějovice 2.6.2014";"Mš U Pramene";"U Pramene 13";"P-př.08/2014";"Čeština";"48.964978,14.512730";"";"Vlastní";"05:00 (06.02.2014)";"04:30 (06.02.2014)";"60 min";"";"";"Kalkušová
+420 724 810 912";"Česká republika";"Jihočeský";"Iveco"
"5.7.2018";"Nové Hrady";"Nové Hrady 5.7.2018";"Město Nové Hrady";"Nádvoří hradu";"A-př.017/2018";"Čeština";"48.789103,14.774775";"";"";"10:00 (06.01.2014)";"07:00 (06.01.2014)";"120 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"1.6.2014";"Jimlín";"Jimlín 1.6.2014";"Ing. Petr Dočkal";"Zámek Nový Hrad Jimlín";"A-př.08/2014";"Čeština";"50.319876,13.748855";"Zámek Nový Hrad Jimlín";"";"08:00 (06.01.2014)";"05:00 (07.01.2014)";"30 min";"";"";"Dočkal Petr
+420 777 115 524";"Česká republika";"Severočeský";"Scudo"
"31.5.2014";"Želeč";"Želeč 31.5.2014";"Želečský spolek";"";"P-př.09/2014";"Čeština";"49.322603,14.653700";"";"";"";"";"60 min";"";"";"Lanžhotská Dagmar";"Česká republika";"Jihočeský";"Iveco"
"31.5.2014";"Čejkovice";"Čejkovice 31.5.2014";"Jan Šeda";"Templářská 1";"A-př.09/2014";"Čeština";"48.904202,16.946751";"";"";"";"";"120 min";"";"";"Honza Šeda
+420 603 204 111";"Česká republika";"Jihomoravský";"Iveco"
"31.5.2014";"Kadaň";"Kadaň 31.5.2014";"Město Kadaň";"";"P-př.10/2014";"Čeština";"50.378012,13.259634";"Nábřeží Maxipsa Fíka Amfiteátr";"";"";"";"120 min";"";"";"Eva Zorklerová
+420 725 763 486";"Česká republika";"Středočeský";"Scudo"
"24.5.2014";"České Budějovice";"České Budějovice 24.5.2014";"Rada dětí a mladéže Jihočeského kraje";"Stromovka 1216/12";"A-př.07/2014";"Čeština";"48.972171,14.467036";"Sportovní hala ";"";"";"";"30 min";"";"";"Petr Novák
+420 775 644 101
+420 775 644 003";"Česká republika";"Jihočeský";"Scudo"
"17.5.2014";"Slavonice";"Slavonice 17.5.2014";"Vladimír Novotný";"Náměstí";"P-př.11/2014";"Čeština";"48.997738,15.350891";"";"";"";"";"120 min";"";"";"Vladimír Novotný
+420 605 068 546";"Česká republika";"Jihočeský";"Iveco"
"17.5.2014";"Písek";"Písek 17.5.2014";"Agentura Kultur-Kontakt";"Na Křižatkách";"P-př.07/2014";"Čeština";"49.314077,14.206806";"";"";"";"";"60 min";"1. 2. 2014";"";"Miroslav Mareš
+420 777 113 433";"Česká republika";"Jihočeský";"Iveco"
"17.5.2014";"Temelín";"Temelín 17.5.2014";"Agentura Perudan s.r.o.";"Hrádek infocentrum";"A-př.06/2014";"Čeština";"49.181027,14.386819";"Čarodějnice  - výzdoba
Vodník";"";"";"";"60 min";"";"";"Jirka Laštovka
+420 604 788 967";"Česká republika";"Jihočeský";"Osobní"
"17.5.2014";"Nová Bystřice";"Nová Bystřice 17.5.2014";"Město Nová Bystřice";"Mírové Náměstí";"P-hot.04/2014";"Čeština";"49.019338,15.102828";"KD Koruna";"";"";"";"60 min";"1. 2. 2014";"";"Petra Vacková
+420 723 951 059";"Česká republika";"Jihočeský";"Iveco"
"4.5.2014";"Praha ";"Praha 4.5.2014";"Hurych Oldřich";"Alšovo nábřeží 79/12";"P-př.06/2014B";"Čeština";"50.090207,14.415009";"Rudolfínum";"";"16:00 (05.04.2014)";"14:00 (05.04.2014)";"30 min";"";"";"Půpa
+420 776 003 725";"Česká republika";"Středočeský";"Scudo"
"30.4.2014";"Nové Hrady";"Nové Hrady 30.4.2014";"Město Nové Hrady";"Zámek";"P-př.05/2014";"Čeština";"48.790947,14.782406";"Dotóre";"Vlastní";"";"";"60 min";"";"";"Květa Jarolímková
+420 602 150 208";"Česká republika";"Jihočeský";"Iveco"
"26.4.2014";"Karlovy Vary";"Karlovy Vary 26.4.2014";"Luboš Cahák - AGENTURA MONIKA";"Kpt. Jaroše 375/31";"A-př.04/2014";"Čeština";"50.227613,12.842222";"Obchodní centrum Varyáda Karlovy - venkotvní hřiště";"";"";"";"60 min";"";"";"Monika Caháková
+420 602 408 716";"Česká republika";"Západočeský";"Scudo"
"26.6.2014";"České Budějovice";"Den rasové snášenlivosti";"HUKOT CB,z.s.";"Jirsíkova 243/2";"P-příjm.01/2015";"Čeština";"48.972601,14.475998";"KD Slávie
A-hot.př.dokl.";"";"";"";"30 min";"";"";"Petr Znoj
+420 776 419 579";"Česká republika";"Jihočeský";"Scudo"
"5.7.2018";"Lipno nad Vltavou ";"Lipno nad Vltavou 5.7.2018";"Ry:Bar Lipno";"Ry:bar Lipno";"K-př.002/2018";"Čeština";"48.641749,14.214355";"";"";"12:00 (16.01.2017)";"11:00 (16.01.2017)";"30 min";"";"";"";"Česká republika";"Jihočeský";"Scudo"
"19.4.2014";"Žatec";"Žatec 19.4.2014";"Ing. Petr Dočkal";"Náměstí svobody";"P-př.04/2014";"Čeština";"50.328904,13.544518";"";"";"";"";"90 min";"";"";"Dočkal Petr
+420 777 115 524";"Česká republika";"Severočeský";"Iveco"
"13.4.2014";"Milovice";"Milovice 13.4.2014";"RC Milovice";"nám. 30 června 507";"P-hot.03/2014";"Čeština";"50.229025,14.877317";"Rodinné centrum ";"";"";"";"30 min";"1. 2. 2014";"";"L.Šimková
+420 602 648 340";"Česká republika";"Středočeský";"Iveco"
"6.4.2014";"Praha ";"Praha 6.4.2014";"Luboš Sobotka";"Staroměstské náměstí";"A-př.02/2014";"Čeština";"50.088002,14.421256";"";"";"08:30 (04.06.2014)";"07:00 (04.06.2014)";"30 min";"";"";"Sobotka Luboš - +420 606 603 393
Na místě: Libuše Klinková - +420 602 571 981";"Česká republika";"Středočeský";"Scudo"
"27.3.2014";"Strakonice";"Strakonice 27.3.2014";"Měks Slavonice";"Mírová 831";"P-př.03/2014";"Čeština";"49.262428,13.897825";"Měla se hrát Čertovská pohádka 
sál DK";"Vlastní";"";"";"60 min";"1. 2. 2014";"";"Dana Skoupilová
+420 602 106 130";"Česká republika";"Jihočeský";"Iveco"
"25.3.2014";"Hlinsko";"Hlinsko 25.3.2014";"Luboš Sobotka";"Adámkova 341";"P-př.02/2014";"Čeština";"49.763277,15.907004";"Multifunkční centrum";"";"";"";"60 min";"";"";"Luboš Sobotka
+420 606 603 393";"Česká republika";"Východočeský";"Iveco"
"23.3.2014";"Hradec nad Moravicí";"Hradec nad Moravicí 23.3.2014";"Město Hradec nad Moravicí";"Podolská 156";"P-hot.02/2014";"Čeština";"49.871941,17.876035";"Kinosál";"";"";"";"60 min";"1. 2. 2014";"";"Pavla Orlíková
+420 725 666 073";"Česká republika";"Severomoravský";"Iveco"
"8.3.2014";"Loket";"Loket 8.3.2014";"HRAD LOKET, o.p.s.";"";"P-hot.01/2014";"Čeština";"50.187195,12.754445";"Hrad - sál horní nádvoří";"";"11:00 (03.08.2014)";"08:00 (03.08.2014)";"60 min";"1. 2. 2014";"";"Roman Kvak
+420 607 077 321";"Česká republika";"Západočeský";"Iveco"
"2.3.2014";"Kopřivnice";"Kopřivnice 2.3.2014";"Kulturní dům Kopřivnice";"Obránců míru 368/1a";"P-přijm.01/2014";"Čeština";"49.599446,18.144834";"Kulturní dům
P-hot.př.dokl.";"";"11:30 (03.02.2014)";"06:00 (03.02.2014)";"60 min";"1. 2. 2014";"";"Michaela Sekerášová 
+420 734 171 162";"Česká republika";"Severomoravský";"Iveco"
"1.3.2014";"Beroun";"Beroun 1.3.2014";"Agentura Hnízdo";"Nad Úvozem";"A-přijm.01/2014";"Čeština";"49.969854,14.069084";"Hospoda Na červeném vršku
A-hot.př.dokl.";"";"10:30 (03.01.2014)";"08:00 (03.01.2014)";"30 min";"";"";"Tomáš Suchý
+420 732 156 122";"Česká republika";"Středočeský";"Scudo"
"";"Slavonice";"Slavonice - MKES Slavonice - 30. otevření školy";"Měks Slavonice";"";"";"";"";"";"";"";"";" min";"";"";"";"Česká republika";"Jihomoravský";"Iveco"
"19.4.2014";"České Budějovice";"České Budějovice 19.4.2014";"Jihočeská rozvojová, o.p.s.";"Riegrova 51";"A-hot.02/2014";"Čeština";"48.978749,14.481373";"";"";"";"";"0 min";"";"";"Kateřina Jurková
724 748 417
jurkova@dfkgroup.cz";"Česká republika";"Jihočeský";"Iveco"
"18.5.2018";"Jihlava";"Jihlava 18.5.2018";"PAROLAART, s.r.o.";"";"A-př.002/2018";"Čeština";"49.397409,15.586264";"";"Vlastní";"08:00 (21.05.2018)";"06:00 (21.05.2018)";"0 min";"";"";"";"Česká republika";"Středočeský";"Scudo"
"20.5.2018";"Praha ";"Praha - 20.5.2018";"Městská část Praha 8";"";"P-př.008/2018";"Čeština";"50.133690,14.415528";"";"";"14:00 (21.05.2018)";"11:30 (21.05.2018)";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"19.5.2018";"Milovice";"Milovice 19.5.2018";"Maminky dětem, z. s.";"Domov Mladá";"A-př.003/2018";"Čeština";"50.223496,14.869109";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"3.3.2018";"Svojšovice";"Svojšovice 3.3.2018";"SH ČMS - Sbor dobrovolných hasičů Svojšovice";"Náves";"A-př.001/2018";"Čeština";"49.958611,14.655833";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Scudo"
"7.1.2018";"Znojmo";"Znojmo 7.1.2018";"Znojemská Beseda";"Masarykovo nám. 449/22";"P-př.001/2018";"Čeština";"48.854352,16.049455";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihomoravský";"Iveco"
"3.2.2018";"Březnice";"Březnice 3.2.2018";"Město Březnice";"Náměstí";"P-př.002/2018";"Čeština";"49.557311,13.951747";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"10.2.2018";"Kadaň";"Kadaň 10.2.2018";"Kulturní zařízení Kadaň, příspěvková organizace";"Náměstí";"A-hot.001/2018";"Čeština";"50.375993,13.271338";"";"";"";"";"0 min";"";"";"";"Česká republika";"Severočeský";"Iveco"
"13.2.2018";"Sedlčany";"Sedlčany 13.2.2018";"NAŠLOSE";"Náměstí";"P-př.003/2018";"Čeština";"49.658229,14.425216";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"25.2.2018";"Kopřivnice";"Kopřivnice 25.2.2018";"Kulturní dům Kopřivnice";"KD Obránců Míru";"P-př.004/2018";"Čeština";"49.599446,18.144834";"";"";"";"";"0 min";"";"";"";"Česká republika";"Severomoravský";"Iveco"
"8.4.2018";"Týn nad Vltavou ";"Týn nad Vltavou  8.4.2018";"Městské centrum kultury a vzdělávání, p.o.";"Sokolovna";"P-př.006/2018";"Čeština";"49.226547,14.420740";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"24.4.2018";"Tábor";"Tábor 28.4.2018";"Město Tábor";"náměstí Mikuláše z Husi";"P-př.007/2018";"Čeština";"49.413817,14.656039";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"1.5.2018";"Žleby";"Žleby 1.5.2018";"SPRÁVA STÁTNÍHO ZÁMKU ŽLEBY";"Zámecké divadlo";"P-hot.001/2018";"Čeština";"49.888255,15.484004";"";"";"";"";"0 min";"";"";"";"Česká republika";"Východočeský";"Iveco"
"6.12.2014";"České Budějovice";"České Budějovice 6.12.2014";"Heba Agency s.r.o.";"Obchodní dům Mercury";"A-př.43/2014";"Čeština";"48.972795,14.486405";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"17.12.2014";"Praha ";"Praha 17.12.2014";"Mateřská škola Školička, s.r.o.";"Na Vyhlídce 68,";"A-př.44/2014";"Čeština";"50.117113,14.493186";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"21.12.2014";"Český Krumlov";"Český Krumlov 21.12.2014";"Městské divadlo Český Krumlov o.p.s.";"Horní Brána";"P-hot.13/2014";"Čeština";"48.810391,14.319507";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"20.5.2018";"Korozluky";"Korozluky 20.5.2018";"Divadlo nad Labem, o.s.";"Zámek";"P-př.009/2018";"Čeština";"50.480228,13.725013";"";"";"";"";"0 min";"";"";"";"Česká republika";"Severočeský";"Iveco"
"25.11.2014";"České Budějovice";"České Budějovice 25.11.2014";"Agentura Kultur-Kontakt";"EON";"A-př.01/2015";"Čeština";"48.971303,14.471978";"Mikuláš čert anděl na chůdách+loutky výstava
Dvě faktury A-př.01/2015";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"24.5.2018";"České Budějovice";"České Budějovice 24.5.2018";"Spolek Most - České Budějovice";"Jeremiášova síň";"P-př.010/2018";"Čeština";"48.974107,14.476404";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"25.5.2018";"Příbraz";"Příbraz 25.5.2018";"Příbrazský Plaváček z.s.";"U Kostela";"A-př.004/2018";"Čeština";"49.051287,14.935874";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"27.5.2018";"Přelouč";"Přelouč 27.5.2018";"Chateau Radíč s.r.o.";"Park za Zš Přelouč";"P-př.011/2018";"Čeština";"50.039771,15.560469";"";"";"";"";"0 min";"";"";"";"Česká republika";"Východočeský";"Iveco"
"27.5.2018";"Tábor";"Tábor 27.5.2018";"Město Tábor";"Tismenické údolí";"P-př.012/2018";"Čeština";"49.412525,14.653510";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"18.3.2018";"Žirovnice";"Žirovnice 18.3.2018";"Luboš Sobotka";"Sokolovna";"P-př.005/2018";"Čeština";"49.254867,15.190058";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"31.5.2018";"Lidice";"Lidice 31.5.2018";"Památník Lidice";"Galerie";"P-př.013/2018";"Čeština";"50.144372,14.199572";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
